city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Ennetbürgen,46.9844,8.4139,Switzerland,CH,Nidwalden,,4801,4801
Ennetbaden,47.4817,8.3167,Switzerland,CH,Aargau,,3498,3498
Ennetmoos,46.9567,8.3372,Switzerland,CH,Nidwalden,,2193,2193
Entlebuch,46.9928,8.0631,Switzerland,CH,Luzern,,3315,3315
Epalinges,46.5500,6.6667,Switzerland,CH,Vaud,,9611,9611
Ependes,46.7500,7.1500,Switzerland,CH,Fribourg,,1089,1089
Eriswil,47.0831,7.8500,Switzerland,CH,Bern,,1396,1396
Erlach,47.0426,7.0974,Switzerland,CH,Bern,,1384,1384
Erlen,47.5497,9.2331,Switzerland,CH,Thurgau,,3749,3749
Erlenbach im Simmental,46.6608,7.5529,Switzerland,CH,Bern,,1744,1744
Erlenbach,47.3044,8.5922,Switzerland,CH,Zürich,,5567,5567
Erlinsbach,47.4067,8.0069,Switzerland,CH,Aargau,,3556,3556
Ermatingen,47.6692,9.0797,Switzerland,CH,Thurgau,,3455,3455
Ersigen,47.0917,7.5942,Switzerland,CH,Bern,,2066,2066
Eschenbach,47.1328,8.3197,Switzerland,CH,Luzern,,3589,3589
Eschenz,47.6500,8.8664,Switzerland,CH,Thurgau,,1743,1743
Eschlikon,47.4610,8.9590,Switzerland,CH,Thurgau,,4372,4372
Essertines-sur-Yverdon,46.7167,6.6333,Switzerland,CH,Vaud,,1023,1023
Estavayer-le-Lac,46.8500,6.8472,Switzerland,CH,Fribourg,,9712,9712
Etagnières,46.6000,6.6167,Switzerland,CH,Vaud,,1115,1115
Etoy,46.4833,6.4167,Switzerland,CH,Vaud,,2898,2898
Ettingen,47.4809,7.5444,Switzerland,CH,Basel-Landschaft,,5156,5156
Ettiswil,47.1486,8.0172,Switzerland,CH,Luzern,,2747,2747
Evilard,47.1514,7.2389,Switzerland,CH,Bern,,2674,2674
Evionnaz,46.1792,7.0225,Switzerland,CH,Valais,,1265,1265
Evolène,46.1128,7.4961,Switzerland,CH,Valais,,1684,1684
Eysins,46.3833,6.2000,Switzerland,CH,Vaud,,1608,1608
Fällanden,47.3717,8.6400,Switzerland,CH,Zürich,,8575,8575
Fétigny,46.7961,6.9144,Switzerland,CH,Fribourg,,1060,1060
Füllinsdorf,47.5056,7.7297,Switzerland,CH,Basel-Landschaft,,4484,4484
Fahrwangen,47.2958,8.2431,Switzerland,CH,Aargau,,2136,2136
Faido,46.4833,8.8000,Switzerland,CH,Ticino,,2903,2903
Fehraltorf,47.3861,8.7547,Switzerland,CH,Zürich,,6378,6378
Felsberg,46.8331,9.4664,Switzerland,CH,Graubünden,,2622,2622
Ferenbalm,46.9487,7.2115,Switzerland,CH,Bern,,1260,1260
Feuerthalen,47.6922,8.6453,Switzerland,CH,Zürich,,3636,3636
Feusisberg,47.1869,8.7472,Switzerland,CH,Schwyz,,5262,5262
Fischenthal,47.3322,8.9211,Switzerland,CH,Zürich,,2504,2504
Fischingen,47.4164,8.9667,Switzerland,CH,Thurgau,,2791,2791
Fislisbach,47.4386,8.2944,Switzerland,CH,Aargau,,5544,5544
Flüeln,46.9146,8.6460,Switzerland,CH,Uri,,1972,1972
Flühli,46.8831,8.0164,Switzerland,CH,Luzern,,1961,1961
Flaach,47.5764,8.6092,Switzerland,CH,Zürich,,1375,1375
Flawil,47.4053,9.1977,Switzerland,CH,Sankt Gallen,,10520,10520
Flims,46.8331,9.2831,Switzerland,CH,Graubünden,,2834,2834
Flums,47.0928,9.3439,Switzerland,CH,Sankt Gallen,,4856,4856
Flurlingen,47.6839,8.6283,Switzerland,CH,Zürich,,1437,1437
Fontenais,47.4000,7.0833,Switzerland,CH,Jura,,1685,1685
Forel,46.5379,6.7629,Switzerland,CH,Vaud,,2078,2078
Founex,46.3364,6.1851,Switzerland,CH,Vaud,,3774,3774
Fraubrunnen,47.0850,7.5269,Switzerland,CH,Bern,,5106,5106
Frauenfeld,47.5580,8.8964,Switzerland,CH,Thurgau,,21979,21979
Frauenkappelen,46.9554,7.3334,Switzerland,CH,Bern,,1240,1240
Freienbach,47.2047,8.7578,Switzerland,CH,Schwyz,,16269,16269
Freienstein,47.5322,8.5847,Switzerland,CH,Zürich,,2376,2376
Freienwil,47.5030,8.3265,Switzerland,CH,Aargau,,1053,1053
Frenkendorf,47.5031,7.7144,Switzerland,CH,Basel-Landschaft,,6435,6435
Fribourg,46.8000,7.1500,Switzerland,CH,Fribourg,admin,38365,38365
Frick,47.5081,8.0222,Switzerland,CH,Aargau,,5563,5563
Froideville,46.5982,6.6918,Switzerland,CH,Vaud,,2579,2579
Frutigen,46.5831,7.6497,Switzerland,CH,Bern,,6921,6921
Fulenbach,47.2775,7.8361,Switzerland,CH,Solothurn,,1776,1776
Fully,46.1333,7.1167,Switzerland,CH,Valais,,8759,8759
Günsberg,47.2567,7.5761,Switzerland,CH,Solothurn,,1174,1174
Güttingen,47.5964,9.2864,Switzerland,CH,Thurgau,,1591,1591
Gachnang,47.5331,8.8500,Switzerland,CH,Thurgau,,4364,4364
Gais,47.3606,9.4511,Switzerland,CH,Appenzell Ausserrhoden,,3086,3086
Gams,47.2000,9.4333,Switzerland,CH,Sankt Gallen,,3471,3471
Gansingen,47.5442,8.1347,Switzerland,CH,Aargau,,1034,1034
Gebenstorf,47.4795,8.2424,Switzerland,CH,Aargau,,5414,5414
Gelterkinden,47.4653,7.8528,Switzerland,CH,Basel-Landschaft,,6200,6200
Geneva,46.2000,6.1500,Switzerland,CH,Genève,admin,201818,201818
Genolier,46.4333,6.2167,Switzerland,CH,Vaud,,1937,1937
Genthod,46.2667,6.1500,Switzerland,CH,Genève,,2782,2782
Gerlafingen,47.1722,7.5739,Switzerland,CH,Solothurn,,5202,5202
Geroldswil,47.4228,8.4108,Switzerland,CH,Zürich,,4918,4918
Gersau,46.9911,8.5247,Switzerland,CH,Schwyz,minor,2332,2332
Gerzensee,46.8333,7.5500,Switzerland,CH,Bern,,1215,1215
Gettnau,47.1403,7.9694,Switzerland,CH,Luzern,,1170,1170
Geuensee,47.1997,8.1069,Switzerland,CH,Luzern,,2940,2940
Giebenach,47.5231,7.7447,Switzerland,CH,Basel-Landschaft,,1055,1055
Giffers,46.7614,7.2103,Switzerland,CH,Fribourg,,1634,1634
Gilly,46.4500,6.3000,Switzerland,CH,Vaud,,1322,1322
Gimel,46.5102,6.3066,Switzerland,CH,Vaud,,2238,2238
Gingins,46.4167,6.1833,Switzerland,CH,Vaud,,1221,1221
Gisikon,47.1239,8.3981,Switzerland,CH,Luzern,,1387,1387
Giswil,46.8359,8.1188,Switzerland,CH,Obwalden,,3657,3657
Givrins,46.4333,6.2000,Switzerland,CH,Vaud,,1026,1026
Gland,46.4167,6.2667,Switzerland,CH,Vaud,,13106,13106
Glarus,47.0333,9.0667,Switzerland,CH,Glarus,admin,5996,5996
Glattfelden,47.5608,8.4994,Switzerland,CH,Zürich,,5189,5189
Gletterens,46.8950,6.9375,Switzerland,CH,Fribourg,,1070,1070
Goldach,47.4831,9.4664,Switzerland,CH,Sankt Gallen,,9269,9269
Gommiswald,47.2404,9.0474,Switzerland,CH,Sankt Gallen,,5164,5164
Gonten,47.3283,9.3467,Switzerland,CH,Appenzell Innerrhoden,,1455,1455
Gontenschwil,47.2733,8.1472,Switzerland,CH,Aargau,,2171,2171
Gordola,46.1884,8.8638,Switzerland,CH,Ticino,,4697,4697
Gorgier,46.9000,6.7833,Switzerland,CH,Neuchâtel,,2021,2021
Gossau,47.3081,8.7567,Switzerland,CH,Zürich,,9937,9937
Gossau,47.4164,9.2500,Switzerland,CH,Sankt Gallen,,18171,18171
Grône,46.2500,7.4500,Switzerland,CH,Valais,,2414,2414
Grächen,46.1967,7.8488,Switzerland,CH,Valais,,1251,1251
Gränichen,47.3583,8.0997,Switzerland,CH,Aargau,,7733,7733
Grüningen,47.2842,8.7625,Switzerland,CH,Zürich,,3361,3361
Grüsch,46.9664,9.6331,Switzerland,CH,Graubünden,,2076,2076
Grabs,47.1831,9.4500,Switzerland,CH,Sankt Gallen,,7068,7068
Grandson,46.8085,6.6443,Switzerland,CH,Vaud,,3357,3357
Gravesano,46.0500,8.9167,Switzerland,CH,Ticino,,1386,1386
Greifensee,47.3661,8.6786,Switzerland,CH,Zürich,,5345,5345
Grellingen,47.4422,7.5897,Switzerland,CH,Basel-Landschaft,,1845,1845
Grenchen,47.1931,7.3958,Switzerland,CH,Solothurn,,17140,17140
Greppen,47.0550,8.4294,Switzerland,CH,Luzern,,1118,1118
Gretzenbach,47.3581,7.9986,Switzerland,CH,Solothurn,,2783,2783
Grimisuat,46.2667,7.3833,Switzerland,CH,Valais,,3445,3445
Grindelwald,46.6256,8.0333,Switzerland,CH,Bern,,3801,3801
Grolley,46.8333,7.0667,Switzerland,CH,Fribourg,,1920,1920
Grono,46.2482,9.1477,Switzerland,CH,Graubünden,,1376,1376
Gross Höchstetten,46.8997,7.6333,Switzerland,CH,Bern,,4165,4165
Grossaffoltern,47.0667,7.3597,Switzerland,CH,Bern,,3017,3017
Grosswangen,47.1331,8.0500,Switzerland,CH,Luzern,,3241,3241
Grub,47.4481,9.5094,Switzerland,CH,Appenzell Ausserrhoden,,1008,1008
Gruyères,46.5836,7.0819,Switzerland,CH,Fribourg,,2199,2199
Gryon,46.2906,7.0975,Switzerland,CH,Vaud,,1364,1364
Guggisberg,46.7664,7.3331,Switzerland,CH,Bern,,1508,1508
Gunzgen,47.3164,7.8292,Switzerland,CH,Solothurn,,1652,1652
Hägendorf,47.3344,7.8444,Switzerland,CH,Solothurn,,5137,5137
Häggenschwil,47.4831,9.3500,Switzerland,CH,Sankt Gallen,,1364,1364
Hägglingen,47.3891,8.2523,Switzerland,CH,Aargau,,2422,2422
Härkingen,47.3094,7.8181,Switzerland,CH,Solothurn,,1644,1644
Hérémence,46.1833,7.4000,Switzerland,CH,Valais,,1392,1392
Hölstein,47.4261,7.7701,Switzerland,CH,Basel-Landschaft,,2528,2528
Höri,47.5086,8.5100,Switzerland,CH,Zürich,,2721,2721
Hünenberg,47.1761,8.4264,Switzerland,CH,Zug,,8807,8807
Hüntwangen,47.5961,8.4939,Switzerland,CH,Zürich,,1020,1020
Hüttwilen,47.5997,8.8667,Switzerland,CH,Thurgau,,1729,1729
Hagenbuch,47.5225,8.8883,Switzerland,CH,Zürich,,1105,1105
Haldenstein,46.8786,9.5269,Switzerland,CH,Graubünden,,1033,1033
Hallau,47.6966,8.4578,Switzerland,CH,Schaffhausen,,2220,2220
Hasle,46.9783,8.0467,Switzerland,CH,Luzern,,1743,1743
Haslen,47.3693,9.3675,Switzerland,CH,Appenzell Innerrhoden,minor,600,600
Hausen am Albis,47.2447,8.5344,Switzerland,CH,Zürich,,3646,3646
Hausen,47.4622,8.2139,Switzerland,CH,Aargau,,3633,3633
Hauterive,47.0167,6.9667,Switzerland,CH,Neuchâtel,,2623,2623
Hedingen,47.2986,8.4494,Switzerland,CH,Zürich,,3734,3734
Heiden,47.4411,9.5311,Switzerland,CH,Appenzell Ausserrhoden,,4161,4161
Heimberg,46.7831,7.5997,Switzerland,CH,Bern,,6827,6827
Heimenhausen,47.2097,7.7000,Switzerland,CH,Bern,,1142,1142
Heimiswil,47.0644,7.6597,Switzerland,CH,Bern,,1580,1580
Heitenried,46.8276,7.3045,Switzerland,CH,Fribourg,,1403,1403
Hendschiken,47.3872,8.2194,Switzerland,CH,Aargau,,1269,1269
Henggart,47.5650,8.6856,Switzerland,CH,Zürich,,2256,2256
Herdern,47.5997,8.8997,Switzerland,CH,Thurgau,,1079,1079
Hergiswil,46.9844,8.3125,Switzerland,CH,Nidwalden,,5777,5777
Herisau,47.3851,9.2786,Switzerland,CH,Appenzell Ausserrhoden,,15780,15780
Hermance,46.2936,6.2447,Switzerland,CH,Genève,,1062,1062
Herrliberg,47.2972,8.6302,Switzerland,CH,Zürich,,6290,6290
Herznach,47.4747,8.0514,Switzerland,CH,Aargau,,1545,1545
Herzogenbuchsee,47.1884,7.7062,Switzerland,CH,Bern,,7197,7197
Hettlingen,47.5478,8.7097,Switzerland,CH,Zürich,,3147,3147
Hildisrieden,47.1500,8.2292,Switzerland,CH,Luzern,,2333,2333
Hilterfingen,46.7432,7.6582,Switzerland,CH,Bern,,4044,4044
Hinwil,47.3033,8.8444,Switzerland,CH,Zürich,minor,11179,11179
Hirschthal,47.3206,8.0517,Switzerland,CH,Aargau,,1590,1590
Hirslen,47.3646,8.5663,Switzerland,CH,Zürich,,7465,7465
Hittnau,47.3700,8.8239,Switzerland,CH,Zürich,,3613,3613
Hitzkirch,47.2250,8.2622,Switzerland,CH,Luzern,,5201,5201
Hochdorf,47.1664,8.2889,Switzerland,CH,Luzern,,9832,9832
Hochfelden,47.5244,8.5167,Switzerland,CH,Zürich,,1927,1927
Hochwald,47.4569,7.6403,Switzerland,CH,Solothurn,,1310,1310
Hofstetten,47.4775,7.5153,Switzerland,CH,Sankt Gallen,,3157,3157
Hohenrain,47.1808,8.3178,Switzerland,CH,Luzern,,2474,2474
Holderbank,47.4331,8.1681,Switzerland,CH,Aargau,,1320,1320
Holziken,47.3219,8.0389,Switzerland,CH,Aargau,,1454,1454
Hombrechtikon,47.2533,8.7703,Switzerland,CH,Zürich,,8595,8595
Homburg,47.6333,9.0164,Switzerland,CH,Thurgau,,1543,1543
Horgen,47.2608,8.5975,Switzerland,CH,Zürich,,22662,22662
Horn,47.4953,9.4630,Switzerland,CH,Thurgau,,2752,2752
Horw,47.0164,8.3111,Switzerland,CH,Luzern,,14243,14243
Hunzenschwil,47.3858,8.1264,Switzerland,CH,Aargau,,4014,4014
Huttwil,47.1164,7.8500,Switzerland,CH,Bern,,4836,4836
Igis,46.9497,9.5667,Switzerland,CH,Graubünden,minor,3500, 3500
Ingenbohl,47.0028,8.6117,Switzerland,CH,Schwyz,,8912,8912
Innertkirchen,46.6997,8.2333,Switzerland,CH,Bern,,1063,1063
Ins,47.0000,7.1000,Switzerland,CH,Bern,,3564,3564
Interlaken,46.6881,7.8646,Switzerland,CH,Bern,minor,5592,5592
Inwil,47.1219,8.3497,Switzerland,CH,Luzern,,2557,2557
Itingen,47.4648,7.7848,Switzerland,CH,Basel-Landschaft,,2157,2157
Jegenstorf,47.0497,7.5069,Switzerland,CH,Bern,,5742,5742
Jenaz,46.9164,9.7164,Switzerland,CH,Graubünden,,1146,1146
Jonen,47.2983,8.3972,Switzerland,CH,Aargau,,2108,2108
Jongny,46.4876,6.8466,Switzerland,CH,Vaud,,1534,1534
Jonschwil,47.4283,9.0885,Switzerland,CH,Sankt Gallen,,3773,3773
Jussy,46.2371,6.2791,Switzerland,CH,Genève,,1279,1279
Kölliken,47.3375,8.0236,Switzerland,CH,Aargau,,4476,4476
Köniz,46.9250,7.4153,Switzerland,CH,Bern,,41507,41507
Künten,47.3896,8.3303,Switzerland,CH,Aargau,,1749,1749
Küsnacht,47.3181,8.5825,Switzerland,CH,Zürich,,14250,14250
Küssnacht,47.0828,8.4408,Switzerland,CH,Schwyz,minor,13084,13084
Küttigen,47.4164,8.0500,Switzerland,CH,Aargau,,6180,6180
Kaiseraugst,47.5414,7.7278,Switzerland,CH,Aargau,,5576,5576
Kaisten,47.5400,8.0458,Switzerland,CH,Aargau,,2670,2670
Kallnach,47.0222,7.2361,Switzerland,CH,Bern,,1918,1918
Kaltbrunn,47.2164,9.0333,Switzerland,CH,Sankt Gallen,,4839,4839
Kandersteg,46.4964,7.6744,Switzerland,CH,Bern,,1301,1301
Kappel am Albis,47.2286,8.5272,Switzerland,CH,Zürich,,1124,1124
Kappel,47.3250,7.8500,Switzerland,CH,Solothurn,,3237,3237
Kappelen,47.0608,7.2681,Switzerland,CH,Bern,,1419,1419
Kehrsatz,46.9094,7.4708,Switzerland,CH,Bern,,4302,4302
Kemmen,47.6164,9.1664,Switzerland,CH,Thurgau,,2545,2545
Kerns,46.9025,8.2761,Switzerland,CH,Obwalden,,6337,6337
Kestenholz,47.2833,7.7542,Switzerland,CH,Solothurn,,1805,1805
Kilchberg,47.3247,8.5492,Switzerland,CH,Zürich,,8437,8437
Killwangen,47.4316,8.3460,Switzerland,CH,Aargau,,2074,2074
Kirchberg,47.0858,7.5861,Switzerland,CH,Bern,,5965,5965
Kirchdorf,46.8203,7.5497,Switzerland,CH,Bern,,1844,1844
Kirchlindach,47.0000,7.4111,Switzerland,CH,Bern,,3158,3158
Kleinandelfingen,47.6000,8.6831,Switzerland,CH,Zürich,,2077,2077
Kleinlützel,47.4278,7.4167,Switzerland,CH,Solothurn,,1261,1261
Klingnau,47.5831,8.2500,Switzerland,CH,Aargau,,3480,3480
Klosters Platz,46.8548,9.9538,Switzerland,CH,Graubünden,,4437,4437
Kloten,47.4481,8.5828,Switzerland,CH,Zürich,,19362,19362
Knonau,47.2247,8.4614,Switzerland,CH,Zürich,,2301,2301
Knutwil,47.1997,8.0722,Switzerland,CH,Luzern,,2229,2229
Koblenz,47.6097,8.2372,Switzerland,CH,Aargau,,1656,1656
Konolfingen Dorf,46.8833,7.6167,Switzerland,CH,Bern,,5282,5282
Koppigen,47.1344,7.6042,Switzerland,CH,Bern,,2095,2095
Krattigen,46.6502,7.7402,Switzerland,CH,Bern,,1132,1132
Krauchthal,47.0108,7.5681,Switzerland,CH,Bern,,2365,2365
Kreuzlingen,47.6458,9.1783,Switzerland,CH,Thurgau,minor,21801,21801
Kriegstetten,47.1747,7.5986,Switzerland,CH,Solothurn,,1294,1294
Kriens,47.0344,8.2800,Switzerland,CH,Luzern,,26997,26997
La Chaux-de-Fonds,47.0996,6.8296,Switzerland,CH,Neuchâtel,minor,38965,38965
La Neuveville,47.0653,7.0944,Switzerland,CH,Bern,,3738,3738
La Rippe,46.3833,6.1500,Switzerland,CH,Vaud,,1166,1166
La Roche,46.7000,7.1333,Switzerland,CH,Fribourg,,1711,1711
La Roche,47.4167,7.1667,Switzerland,CH,Jura,,1162,1162
La Sagne,47.0388,6.7988,Switzerland,CH,Neuchâtel,,1016,1016
La Sarraz,46.6580,6.5084,Switzerland,CH,Vaud,,2595,2595
La Sonnaz,46.8339,7.1086,Switzerland,CH,Fribourg,,1190,1190
La Tour-de-Peilz,46.4500,6.8667,Switzerland,CH,Vaud,,11829,11829
La Verrerie,46.6167,6.9167,Switzerland,CH,Fribourg,,1188,1188
Läufelfingen,47.3950,7.8559,Switzerland,CH,Basel-Landschaft,,1291,1291
L’Abbaye,46.6500,6.3167,Switzerland,CH,Vaud,,1476,1476
L’Isle,46.6167,6.4167,Switzerland,CH,Vaud,,1001,1001
Löhningen,47.7019,8.5517,Switzerland,CH,Schaffhausen,,1472,1472
Lütisburg,47.3947,9.0811,Switzerland,CH,Sankt Gallen,,1576,1576
Lützelflüh,47.0091,7.6892,Switzerland,CH,Bern,,4146,4146
Laax,46.8460,9.2279,Switzerland,CH,Graubünden,,1857,1857
Lachen,47.1911,8.8567,Switzerland,CH,Schwyz,minor,8754,8754
Lamone,46.0500,8.9333,Switzerland,CH,Ticino,,1741,1741
Landecy,46.1897,6.1158,Switzerland,CH,Genève,,31942,31942
Landquart,46.9497,9.5667,Switzerland,CH,Graubünden,,8849,8849
Langendorf,47.2206,7.5144,Switzerland,CH,Solothurn,,3781,3781
Langenthal,47.2153,7.7889,Switzerland,CH,Bern,,15639,15639
Langnau am Albis,47.2894,8.5414,Switzerland,CH,Zürich,,7500,7500
Langnau,46.9433,7.7853,Switzerland,CH,Bern,minor,9366,9366
Langrickenbach,47.5936,9.2475,Switzerland,CH,Thurgau,,1291,1291
Langwiesen,47.6708,8.6367,Switzerland,CH,Zürich,,1669,1669
Lauerz,47.0347,8.5803,Switzerland,CH,Schwyz,,1100,1100
Laufen,47.4167,7.5000,Switzerland,CH,Basel-Landschaft,,5556,5556
Laufenburg,47.5608,8.0594,Switzerland,CH,Aargau,minor,3626,3626
Laupen,46.9000,7.2331,Switzerland,CH,Fribourg,,3138,3138
Laupersdorf,47.3150,7.6514,Switzerland,CH,Solothurn,,1813,1813
Lauperswil,46.9661,7.7417,Switzerland,CH,Bern,,2615,2615
Lausanne,46.5333,6.6333,Switzerland,CH,Vaud,admin,138905,138905
Lausen,47.4725,7.7597,Switzerland,CH,Basel-Landschaft,,5209,5209
Lauterbrunnen,46.5997,7.9086,Switzerland,CH,Bern,,2732,2732
Lavertezzo,46.1755,8.8961,Switzerland,CH,Ticino,,1302,1302
Le Chenit,46.6000,6.2333,Switzerland,CH,Vaud,,4586,4586
Le Grand-Saconnex,46.2333,6.1167,Switzerland,CH,Genève,,12162,12162
Le Landeron,47.0554,7.0691,Switzerland,CH,Neuchâtel,,4645,4645
Le Locle,47.0532,6.7482,Switzerland,CH,Neuchâtel,,10433,10433
Le Mont-sur-Lausanne,46.5500,6.6333,Switzerland,CH,Vaud,,8523,8523
Le Mouret,46.7500,7.1667,Switzerland,CH,Fribourg,,3153,3153
Le Noirmont,47.2137,6.9441,Switzerland,CH,Jura,,1847,1847
Le Pâquier,46.5943,7.0552,Switzerland,CH,Fribourg,,1344,1344
Le Vaud,46.4775,6.2337,Switzerland,CH,Vaud,,1310,1310
Leibstadt,47.5903,8.1764,Switzerland,CH,Aargau,,1325,1325
Leissigen,46.6497,7.7664,Switzerland,CH,Bern,,1123,1123
Lengnau,47.1817,7.3667,Switzerland,CH,Bern,,5254,5254
Lengnau,47.5222,8.3306,Switzerland,CH,Aargau,,2740,2740
Lengwil,47.6164,9.1831,Switzerland,CH,Thurgau,,1734,1734
Lens,46.2667,7.4333,Switzerland,CH,Valais,,4198,4198
Lenzburg,47.3875,8.1803,Switzerland,CH,Aargau,,10569,10569
Lenzerheide,46.7289,9.5567,Switzerland,CH,Graubünden,,2641,2641
Les Bois,47.1833,6.9000,Switzerland,CH,Jura,,1241,1241
Les Brenets,47.0667,6.7000,Switzerland,CH,Neuchâtel,,1044,1044
Les Breuleux,47.2052,7.0025,Switzerland,CH,Jura,,1526,1526
Les Montets,46.8164,6.8669,Switzerland,CH,Fribourg,,1474,1474
Les Ponts-de-Martel,46.9968,6.7266,Switzerland,CH,Neuchâtel,,1248,1248
Leuggern,47.5819,8.2194,Switzerland,CH,Aargau,,2169,2169
Leuk,46.3167,7.6333,Switzerland,CH,Valais,,3948,3948
Leukerbad,46.3833,7.6333,Switzerland,CH,Valais,,1368,1368
Leuzigen,47.1761,7.4597,Switzerland,CH,Bern,,1259,1259
Leysin,46.3333,7.0000,Switzerland,CH,Vaud,,4032,4032
Leytron,46.1833,7.2000,Switzerland,CH,Valais,,3204,3204
Lichtensteig,47.3164,9.0831,Switzerland,CH,Sankt Gallen,minor,1870,1870
Liesberg,47.4050,7.4300,Switzerland,CH,Basel-Landschaft,,1127,1127
Liestal,47.4839,7.7350,Switzerland,CH,Basel-Landschaft,admin,14390,14390
Lindau,47.4431,8.6719,Switzerland,CH,Zürich,,5621,5621
Linden,46.8500,7.6833,Switzerland,CH,Bern,,1299,1299
Littau,47.0494,8.2639,Switzerland,CH,Luzern,,17224,17224
Locarno,46.1664,8.7997,Switzerland,CH,Ticino,,16012,16012
Lommis,47.5164,8.9831,Switzerland,CH,Thurgau,,1215,1215
Lommiswil,47.2217,7.4711,Switzerland,CH,Solothurn,,1535,1535
Lonay,46.5333,6.5167,Switzerland,CH,Vaud,,2592,2592
Losone,46.1689,8.7421,Switzerland,CH,Ticino,,6701,6701
Lostorf,47.3844,7.9500,Switzerland,CH,Solothurn,,3952,3952
Lotzwil,47.1914,7.7931,Switzerland,CH,Bern,,2565,2565
Lucens,46.7092,6.8373,Switzerland,CH,Vaud,,4200,4200
Lucerne,47.0523,8.3059,Switzerland,CH,Luzern,admin,81691,81691
Lufingen,47.4897,8.5942,Switzerland,CH,Zürich,,2373,2373
Lugano,46.0103,8.9625,Switzerland,CH,Ticino,,63185,63185
Lully,46.8333,6.8447,Switzerland,CH,Fribourg,,1141,1141
